product_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,product_line,days_of_supply,stock_status,stock_value,excess_value
ITM12288,Pharma,63,20,7,7,7.41,7.32,0.92,L66,A,65,4.42,134.34,1.02,9,0.85,953,4.46,0.54,2024-02-22,52.87,0.455,Safety Products,8.502024291497975,Understock,8463.42,0.0
ITM12289,Groceries,301,99,10,9,33.32,9.15,0.55,L51,A,17,3.87,142.09,1.15,7,0.77,160,11.74,0.77,2024-11-11,147.67,0.61,MRO Supplies,9.033613445378151,Understock,42769.090000000004,0.0
ITM12290,Pharma,194,27,11,8,27.83,3.8,0.7,L70,C,23,3.67,75.0,1.66,5,0.74,604,6.8,0.36,2024-12-11,210.98,0.445,Safety Products,6.970894717930292,Understock,14550.0,0.0
ITM12291,Groceries,181,94,4,4,25.24,1.47,0.35,L61,B,123,3.72,70.84,1.43,4,0.96,552,5.7,0.58,2024-10-14,12.15,0.561,MRO Supplies,7.171156893819335,Understock,12822.04,0.0
ITM12292,Groceries,490,61,13,6,16.23,2.71,0.57,L33,A,63,3.74,159.02,0.45,8,0.72,350,3.42,0.77,2024-04-24,42.23,0.539,MRO Supplies,30.191004313000615,Understock,77919.8,0.0
ITM12293,Pharma,370,55,9,5,25.68,5.84,0.42,L5,C,26,2.21,20.09,0.86,3,0.74,695,14.08,0.82,2024-11-27,289.02,0.754,Safety Products,14.40809968847352,Understock,7433.3,0.0
ITM12294,Groceries,453,53,3,4,8.93,9.46,0.39,L97,D,142,2.41,154.26,1.87,6,0.72,62,4.16,0.4,2024-10-14,279.1,0.372,MRO Supplies,50.72788353863382,Understock,69879.78,0.0
ITM12295,Groceries,359,31,3,3,19.1,5.37,0.32,L83,D,140,1.82,164.63,0.38,5,0.83,572,4.91,0.35,2024-07-18,131.2,0.563,MRO Supplies,18.795811518324605,Understock,59102.17,0.0
ITM12296,Apparel,159,62,6,3,5.84,1.57,0.47,L25,A,18,1.17,109.1,0.5,9,0.86,151,5.64,0.43,2024-05-01,181.11,0.503,Packaging,27.226027397260275,Understock,17346.899999999998,0.0
ITM12297,Automotive,490,68,12,5,29.02,6.46,0.69,L37,B,131,2.56,182.93,0.86,5,0.71,246,4.99,0.94,2024-09-18,55.03,0.611,Warehouse Equipment,16.884906960716748,Understock,89635.7,0.0
ITM12298,Automotive,151,39,9,2,5.69,7.46,0.3,L46,C,123,4.55,99.89,1.89,4,0.85,440,3.28,0.3,2024-12-22,105.99,0.405,Warehouse Equipment,26.537785588752197,Understock,15083.39,0.0
ITM12299,Apparel,106,17,4,9,8.86,4.24,0.97,L100,A,29,3.43,43.84,0.32,1,0.82,104,5.96,0.96,2024-05-27,239.95,0.783,Packaging,11.963882618510159,Understock,4647.04,0.0
ITM12300,Pharma,195,66,13,2,5.19,7.35,0.21,L7,C,92,0.75,78.67,1.38,3,0.93,232,7.6,1.0,2024-12-20,258.23,0.689,Safety Products,37.57225433526011,Understock,15340.65,0.0
ITM12301,Electronics,202,82,4,9,19.68,3.59,0.53,L84,D,30,4.15,182.11,0.35,0,0.95,68,8.72,0.83,2024-12-06,127.53,0.837,Industrial Hardware,10.264227642276422,Understock,36786.22,0.0
ITM12302,Electronics,387,29,3,3,42.26,8.0,0.18,L43,C,42,4.71,198.81,1.1,8,0.91,412,3.19,0.81,2024-01-25,100.21,0.517,Industrial Hardware,9.157595835305253,Understock,76939.47,0.0
ITM12303,Electronics,148,34,12,9,45.44,3.74,0.12,L35,D,142,4.23,90.15,1.12,8,0.84,823,11.91,0.96,2024-07-14,207.69,0.647,Industrial Hardware,3.257042253521127,Understock,13342.2,0.0
ITM12304,Apparel,265,28,4,8,4.52,2.93,0.93,L16,B,161,3.77,41.7,0.18,7,0.76,522,5.36,0.43,2024-07-17,218.19,0.551,Packaging,58.628318584070804,Healthy,11050.5,0.0
ITM12305,Apparel,108,14,9,8,32.09,8.85,0.83,L48,B,35,1.18,64.4,1.91,3,0.95,58,13.85,0.3,2024-08-01,295.3,0.584,Packaging,3.3655344344032407,Understock,6955.200000000001,0.0
ITM12306,Groceries,85,84,11,5,34.53,5.71,0.72,L56,D,117,2.07,115.13,1.63,4,0.8,709,5.61,0.86,2024-12-16,212.23,0.564,MRO Supplies,2.4616275702287864,Understock,9786.05,0.0
ITM12307,Electronics,177,88,8,2,27.15,3.21,0.88,L52,A,98,3.04,118.7,0.68,0,0.81,74,13.08,0.34,2024-06-09,79.65,0.736,Industrial Hardware,6.519337016574586,Understock,21009.9,0.0
ITM12308,Pharma,406,81,12,6,33.68,9.38,0.82,L96,D,101,0.85,129.71,0.35,3,0.97,355,5.94,0.24,2024-10-09,27.4,0.626,Safety Products,12.054631828978623,Understock,52662.26,0.0
ITM12309,Pharma,397,92,4,3,12.45,7.06,0.68,L57,C,42,0.98,168.72,0.76,3,0.99,633,8.08,0.36,2024-01-28,84.71,0.642,Safety Products,31.887550200803215,Understock,66981.84,0.0
ITM12310,Electronics,168,96,14,7,24.99,2.6,0.86,L50,C,27,4.7,145.13,1.8,4,0.97,483,6.21,0.55,2024-01-07,75.73,0.527,Industrial Hardware,6.722689075630252,Understock,24381.84,0.0
ITM12311,Electronics,492,36,12,6,20.15,6.34,0.45,L44,C,27,3.66,59.56,0.35,1,1.0,471,6.42,0.6,2024-05-08,36.92,0.751,Industrial Hardware,24.416873449131515,Understock,29303.52,0.0
ITM12312,Electronics,359,49,12,5,5.4,8.77,0.6,L24,A,175,1.74,85.06,0.76,1,0.96,883,9.66,0.25,2024-04-13,138.87,0.675,Industrial Hardware,66.48148148148148,Healthy,30536.54,0.0
ITM12313,Apparel,452,35,11,7,31.65,7.11,0.8,L64,B,42,1.97,169.57,1.04,1,0.91,106,10.7,0.55,2024-11-13,93.56,0.711,Packaging,14.281200631911533,Understock,76645.64,0.0
ITM12314,Apparel,135,36,9,6,25.27,2.83,0.18,L89,B,36,2.23,130.34,0.16,7,0.79,583,13.19,0.68,2024-08-14,278.28,0.714,Packaging,5.3423031262366445,Understock,17595.9,0.0
ITM12315,Apparel,233,71,13,2,14.48,6.66,0.87,L64,C,58,0.84,41.62,0.61,1,0.99,873,8.97,0.95,2024-04-25,127.13,0.827,Packaging,16.091160220994475,Understock,9697.46,0.0
ITM12316,Automotive,488,92,3,9,24.21,6.38,0.24,L48,A,152,3.83,71.85,1.23,5,0.96,597,4.04,0.38,2024-11-20,264.22,0.499,Warehouse Equipment,20.156959933911605,Understock,35062.799999999996,0.0
ITM12317,Pharma,465,59,14,8,38.99,8.3,0.88,L67,C,117,1.3,160.31,0.72,1,0.77,228,14.85,0.37,2024-12-26,98.95,0.734,Safety Products,11.926134906386253,Understock,74544.15,0.0
ITM12318,Pharma,391,51,11,2,40.28,2.19,0.38,L35,B,77,4.12,42.7,1.75,7,0.85,117,10.57,0.51,2024-12-29,251.13,0.498,Safety Products,9.707050645481628,Understock,16695.7,0.0
ITM12319,Groceries,313,38,4,7,32.83,7.15,0.39,L11,D,108,4.31,141.3,1.88,0,0.72,545,6.25,0.99,2024-11-27,141.81,0.637,MRO Supplies,9.533962838866891,Understock,44226.9,0.0
ITM12320,Apparel,272,48,6,9,23.92,0.76,0.17,L94,C,28,3.37,117.07,0.94,1,0.99,50,14.55,0.47,2024-07-07,19.38,0.772,Packaging,11.37123745819398,Understock,31843.039999999997,0.0
ITM12321,Automotive,162,69,11,9,29.21,7.11,0.9,L55,C,34,3.96,38.02,1.11,4,0.87,97,14.42,0.24,2024-10-28,151.22,0.623,Warehouse Equipment,5.546045874700445,Understock,6159.240000000001,0.0
ITM12322,Automotive,269,50,6,9,19.87,9.62,0.26,L11,C,113,1.27,140.89,1.3,5,0.77,466,2.11,0.41,2024-10-06,75.76,0.434,Warehouse Equipment,13.53799698037242,Understock,37899.409999999996,0.0
ITM12323,Pharma,385,42,5,4,7.2,2.16,0.67,L56,B,85,3.09,37.05,1.36,8,0.79,713,1.28,0.65,2024-11-04,99.16,0.409,Safety Products,53.47222222222222,Healthy,14264.249999999998,0.0
ITM12324,Apparel,455,92,3,8,19.9,3.46,0.68,L78,A,85,3.55,85.7,0.22,5,0.99,994,1.62,0.53,2024-04-10,208.46,0.604,Packaging,22.864321608040203,Understock,38993.5,0.0
ITM12325,Groceries,482,92,9,3,26.99,6.04,0.35,L24,D,115,3.48,68.63,0.2,7,0.88,246,10.59,0.82,2024-04-09,163.56,0.721,MRO Supplies,17.85846609855502,Understock,33079.659999999996,0.0
ITM12326,Apparel,321,25,8,7,30.34,7.46,0.99,L70,D,162,1.03,141.1,1.74,6,0.83,619,10.95,0.69,2024-05-30,267.7,0.556,Packaging,10.58009228740936,Understock,45293.1,0.0
ITM12327,Electronics,44,32,12,5,46.85,3.77,0.16,L38,D,42,2.05,158.65,0.52,0,0.85,97,11.14,0.65,2024-08-17,281.43,0.797,Industrial Hardware,0.9391675560298826,Understock,6980.6,0.0
ITM12328,Apparel,296,16,6,3,39.09,6.81,0.65,L42,C,46,1.96,41.98,1.21,1,0.73,404,9.82,0.46,2024-03-31,210.38,0.628,Packaging,7.572269122537733,Understock,12426.08,0.0
ITM12329,Electronics,491,35,8,6,8.45,9.04,0.53,L14,B,101,3.08,164.28,1.29,3,0.72,283,5.0,0.64,2024-12-15,260.43,0.55,Industrial Hardware,58.10650887573965,Healthy,80661.48,0.0
ITM12330,Electronics,396,21,8,8,9.53,7.4,0.32,L11,D,133,3.94,11.37,0.41,0,0.88,486,3.34,0.69,2024-02-08,66.57,0.718,Industrial Hardware,41.55299055613851,Healthy,4502.5199999999995,0.0
ITM12331,Groceries,397,81,6,5,5.92,7.25,0.25,L42,C,52,3.07,110.71,1.55,7,0.85,749,13.99,0.34,2024-04-05,32.99,0.53,MRO Supplies,67.0608108108108,Understock,43951.869999999995,0.0
ITM12332,Pharma,408,14,8,5,37.17,4.13,0.76,L85,A,135,3.9,108.19,1.75,3,0.81,943,13.78,0.79,2024-03-29,106.56,0.669,Safety Products,10.976594027441484,Understock,44141.52,0.0
ITM12333,Apparel,89,78,12,2,35.6,9.16,0.92,L38,C,18,0.95,128.53,0.64,6,0.87,675,4.39,0.51,2024-09-20,104.46,0.551,Packaging,2.5,Understock,11439.17,0.0
ITM12334,Electronics,132,58,13,6,49.33,3.13,0.2,L40,D,23,4.45,55.54,1.77,6,0.72,139,3.35,0.79,2024-03-02,202.88,0.45,Industrial Hardware,2.6758564767889723,Understock,7331.28,0.0
ITM12335,Apparel,382,35,10,2,26.58,2.45,0.27,L58,D,140,2.91,11.87,0.25,7,0.98,418,6.25,0.34,2024-07-12,253.7,0.582,Packaging,14.37170805116629,Understock,4534.34,0.0
ITM12336,Pharma,131,14,5,2,41.49,3.96,0.99,L78,A,78,0.67,96.4,1.62,8,0.79,988,1.68,0.73,2024-01-21,96.1,0.404,Safety Products,3.1573873222463242,Understock,12628.400000000001,0.0
ITM12337,Pharma,383,31,6,9,29.25,6.68,0.11,L92,B,35,3.39,23.57,1.32,8,0.72,218,3.27,0.22,2024-08-07,133.18,0.34,Safety Products,13.094017094017094,Understock,9027.31,0.0
ITM12338,Automotive,322,88,12,8,43.83,8.69,0.56,L55,A,136,2.83,179.52,1.21,6,0.75,412,6.32,0.33,2024-05-22,40.44,0.459,Warehouse Equipment,7.346566278804472,Understock,57805.44,0.0
ITM12339,Pharma,490,22,14,4,36.33,1.75,0.56,L22,A,62,1.49,43.0,0.54,8,0.73,971,4.34,0.91,2024-10-11,129.69,0.572,Safety Products,13.48747591522158,Understock,21070.0,0.0
ITM12340,Groceries,471,37,3,2,32.5,8.23,0.34,L89,D,50,3.94,90.79,0.79,4,0.75,922,11.32,0.57,2024-05-15,72.18,0.656,MRO Supplies,14.492307692307692,Understock,42762.090000000004,0.0
ITM12341,Electronics,110,42,6,3,28.69,8.22,0.7,L57,D,91,4.7,92.46,1.83,9,0.83,226,13.67,0.61,2024-03-07,120.91,0.507,Industrial Hardware,3.8340885325897522,Understock,10170.599999999999,0.0
ITM12342,Automotive,37,32,13,5,36.43,6.08,0.95,L45,B,111,1.95,115.04,0.98,3,0.92,549,13.73,0.93,2024-03-23,87.24,0.795,Warehouse Equipment,1.0156464452374416,Understock,4256.4800000000005,0.0
ITM12343,Groceries,168,27,12,8,21.56,7.73,0.51,L58,D,30,2.72,158.68,1.23,2,0.78,753,9.46,0.59,2024-10-26,244.53,0.637,MRO Supplies,7.792207792207793,Understock,26658.24,0.0
ITM12344,Apparel,495,39,12,2,5.73,2.23,0.77,L6,A,130,1.08,99.71,1.88,5,0.83,182,10.85,0.72,2024-05-10,11.18,0.567,Packaging,86.38743455497382,Healthy,49356.45,0.0
ITM12345,Electronics,246,35,14,7,2.96,2.11,0.68,L94,A,48,4.68,14.89,0.99,9,0.98,221,7.92,0.38,2024-01-03,108.23,0.499,Industrial Hardware,83.10810810810811,Healthy,3662.94,0.0
ITM12346,Pharma,233,25,11,3,24.47,8.7,0.53,L46,B,160,1.93,156.51,0.84,8,0.79,579,3.05,0.27,2024-06-18,291.08,0.409,Safety Products,9.521863506334288,Understock,36466.829999999994,0.0
ITM12347,Electronics,379,86,10,6,30.37,5.23,0.14,L79,D,78,1.38,25.61,1.8,3,0.94,812,9.89,0.48,2024-08-26,206.91,0.576,Industrial Hardware,12.47942048073757,Understock,9706.19,0.0
ITM12348,Apparel,170,48,13,5,4.86,2.84,0.77,L56,D,84,2.65,131.9,1.83,1,0.75,490,5.9,0.84,2024-12-29,233.93,0.594,Packaging,34.97942386831276,Understock,22423.0,0.0
ITM12349,Automotive,211,42,6,8,15.06,7.04,0.43,L36,A,166,0.69,162.65,0.77,2,0.75,161,1.08,0.56,2024-03-20,259.36,0.559,Warehouse Equipment,14.01062416998672,Understock,34319.15,0.0
ITM12350,Automotive,470,35,14,7,16.78,8.97,0.3,L82,A,71,1.64,63.71,1.22,2,0.84,89,9.05,0.33,2024-01-21,114.93,0.593,Warehouse Equipment,28.009535160905838,Understock,29943.7,0.0
ITM12351,Automotive,59,57,9,8,28.58,6.51,0.95,L8,D,54,0.8,95.33,1.93,1,0.77,151,3.78,0.64,2024-03-19,29.12,0.519,Warehouse Equipment,2.0643806857942617,Understock,5624.47,0.0
ITM12352,Pharma,261,74,12,8,14.65,3.8,0.8,L10,C,36,1.07,12.72,0.21,8,0.97,418,13.41,0.41,2024-06-14,129.1,0.674,Safety Products,17.81569965870307,Understock,3319.92,0.0
ITM12353,Groceries,157,47,5,7,5.69,5.09,0.97,L86,A,125,1.0,162.74,0.18,3,0.72,223,14.08,0.96,2024-11-01,199.28,0.846,MRO Supplies,27.59226713532513,Understock,25550.18,0.0
ITM12354,Groceries,364,11,11,6,9.08,7.65,0.33,L82,A,171,4.43,143.62,1.08,2,0.88,875,3.27,0.66,2024-01-27,117.53,0.604,MRO Supplies,40.08810572687224,Overstock,52277.68,47538.22
ITM12355,Electronics,199,15,12,7,9.52,1.14,0.85,L52,A,151,4.69,53.96,0.65,9,0.88,390,1.41,0.99,2024-11-16,140.01,0.548,Industrial Hardware,20.903361344537817,Healthy,10738.04,0.0
ITM12356,Pharma,219,55,6,3,42.29,2.56,0.65,L47,B,50,2.64,84.14,1.21,5,0.72,969,1.06,0.23,2024-11-11,249.4,0.383,Safety Products,5.178529203121306,Understock,18426.66,0.0
ITM12357,Automotive,222,59,4,9,14.93,4.89,0.98,L66,D,115,3.34,142.11,1.48,7,0.92,973,13.78,0.21,2024-12-04,20.51,0.522,Warehouse Equipment,14.869390488948426,Understock,31548.420000000002,0.0
ITM12358,Automotive,80,47,12,8,36.02,6.24,0.95,L96,D,83,3.63,78.05,0.23,7,0.84,863,3.13,0.58,2024-06-03,107.07,0.563,Warehouse Equipment,2.220988339811216,Understock,6244.0,0.0
ITM12359,Apparel,211,97,7,6,28.82,3.72,0.98,L87,D,69,2.26,40.86,1.78,9,0.92,245,7.09,0.89,2024-09-08,151.64,0.499,Packaging,7.3213046495489245,Understock,8621.46,0.0
ITM12360,Apparel,24,27,4,8,48.87,3.33,0.96,L21,A,51,2.17,108.52,0.63,5,0.95,633,1.8,0.62,2024-10-20,96.76,0.575,Packaging,0.4910988336402701,Understock,2604.48,0.0
ITM12361,Automotive,397,36,12,7,14.37,0.89,0.11,L4,D,131,3.54,147.48,0.82,4,0.8,231,6.23,0.9,2024-10-08,139.29,0.661,Warehouse Equipment,27.627000695894225,Understock,58549.56,0.0
ITM12362,Automotive,256,50,8,6,8.76,0.81,0.77,L19,D,20,2.2,70.95,0.74,6,0.85,802,12.0,0.3,2024-07-02,126.51,0.596,Warehouse Equipment,29.223744292237445,Understock,18163.2,0.0
ITM12363,Pharma,200,81,13,6,3.55,3.15,0.34,L78,D,172,3.11,33.14,1.7,2,0.78,850,6.69,0.76,2024-02-07,277.93,0.587,Safety Products,56.33802816901409,Understock,6628.0,0.0
ITM12364,Groceries,330,83,12,2,12.81,5.54,0.73,L87,B,156,2.82,167.61,0.42,9,0.76,372,11.86,0.73,2024-12-28,153.01,0.634,MRO Supplies,25.761124121779858,Understock,55311.3,0.0
ITM12365,Apparel,56,26,3,2,34.52,5.79,0.98,L57,B,127,2.86,58.03,0.15,1,0.7,162,10.64,0.64,2024-06-11,148.13,0.775,Packaging,1.6222479721900347,Understock,3249.6800000000003,0.0
ITM12366,Groceries,75,71,8,9,5.18,5.19,0.14,L5,A,74,4.23,107.43,1.95,7,0.99,901,8.24,0.52,2024-09-26,83.8,0.477,MRO Supplies,14.478764478764479,Understock,8057.250000000001,0.0
ITM12367,Pharma,462,38,6,2,12.99,4.39,0.61,L17,D,56,3.67,141.36,1.96,8,0.83,724,11.33,0.72,2024-04-22,23.43,0.505,Safety Products,35.56581986143187,Understock,65308.32000000001,0.0
ITM12368,Automotive,256,67,5,7,42.91,2.9,0.76,L9,A,23,4.82,70.24,0.59,5,0.7,600,13.31,0.64,2024-04-04,96.85,0.686,Warehouse Equipment,5.965975297133536,Understock,17981.44,0.0
ITM12369,Groceries,377,79,4,5,29.56,4.31,0.33,L31,A,76,4.06,133.24,0.12,3,0.7,284,12.1,0.42,2024-09-23,17.89,0.713,MRO Supplies,12.753721244925575,Understock,50231.48,0.0
ITM12370,Automotive,368,87,9,3,4.41,1.82,0.3,L100,A,118,1.16,97.34,1.33,5,0.79,554,10.68,0.28,2024-02-04,249.76,0.523,Warehouse Equipment,83.44671201814059,Understock,35821.12,0.0
ITM12371,Automotive,216,31,11,7,3.34,1.59,0.15,L83,A,169,3.82,118.38,1.33,6,0.7,992,10.83,0.51,2024-09-15,69.24,0.533,Warehouse Equipment,64.67065868263474,Healthy,25570.079999999998,0.0
ITM12372,Electronics,92,15,14,8,4.0,3.35,0.18,L47,A,19,3.5,122.21,1.89,7,0.81,120,3.26,0.61,2024-03-22,274.25,0.398,Industrial Hardware,23.0,Healthy,11243.32,0.0
ITM12373,Groceries,78,35,5,2,47.15,9.96,0.69,L47,A,133,3.41,166.59,0.67,2,0.72,268,14.31,0.61,2024-07-31,266.89,0.75,MRO Supplies,1.6542948038176035,Understock,12994.02,0.0
ITM12374,Groceries,259,48,8,6,42.64,3.6,0.55,L50,B,26,2.66,134.7,0.46,5,0.71,566,3.88,0.54,2024-10-05,202.76,0.556,MRO Supplies,6.074108818011257,Understock,34887.299999999996,0.0
ITM12375,Automotive,21,21,11,7,42.4,9.4,0.13,L73,C,177,0.78,60.22,1.27,9,0.9,802,5.89,0.46,2024-10-01,260.14,0.444,Warehouse Equipment,0.49528301886792453,Understock,1264.62,0.0
ITM12376,Pharma,468,23,4,6,46.29,4.23,0.97,L5,B,152,4.78,21.32,1.17,5,0.97,214,8.25,0.48,2024-07-25,264.6,0.583,Safety Products,10.110174983797796,Understock,9977.76,0.0
ITM12377,Electronics,379,31,9,9,25.76,4.67,0.69,L78,A,106,4.33,10.38,1.46,9,0.82,562,2.77,0.41,2024-02-17,235.14,0.357,Industrial Hardware,14.712732919254657,Understock,3934.0200000000004,0.0
ITM12378,Automotive,207,60,7,8,13.12,8.07,0.56,L20,C,176,2.69,181.84,1.78,6,0.95,430,9.31,0.66,2024-06-27,157.3,0.548,Warehouse Equipment,15.777439024390246,Understock,37640.88,0.0
ITM12379,Apparel,326,32,7,6,20.67,1.39,0.35,L87,C,66,1.21,189.0,1.16,3,0.71,233,3.56,0.88,2024-04-23,285.51,0.589,Packaging,15.771649733913884,Understock,61614.0,0.0
ITM12380,Apparel,49,57,13,6,36.22,2.23,0.69,L58,D,147,4.21,27.88,0.39,5,0.93,952,13.93,0.9,2024-04-19,247.14,0.813,Packaging,1.35284373274434,Understock,1366.12,0.0
ITM12381,Electronics,286,80,9,9,43.93,9.75,0.43,L48,A,80,2.44,102.54,1.24,1,0.72,418,13.44,0.99,2024-12-05,46.83,0.777,Industrial Hardware,6.51035738675165,Understock,29326.440000000002,0.0
ITM12382,Pharma,495,59,11,4,22.32,5.31,0.73,L48,A,106,2.26,38.8,0.81,7,0.95,497,8.62,0.27,2024-06-18,131.77,0.538,Safety Products,22.177419354838708,Understock,19206.0,0.0
ITM12383,Automotive,127,98,6,5,27.23,0.92,0.71,L57,B,26,3.49,190.26,0.96,2,0.96,57,7.29,0.37,2024-06-18,166.51,0.627,Warehouse Equipment,4.663973558575101,Understock,24163.02,0.0
ITM12384,Groceries,351,22,11,3,46.66,0.95,0.18,L98,C,85,3.91,56.9,1.92,8,0.94,669,2.44,0.78,2024-07-03,163.53,0.425,MRO Supplies,7.522503214744964,Understock,19971.899999999998,0.0
ITM12385,Electronics,442,94,13,3,6.27,9.12,0.92,L10,C,26,0.78,105.31,1.15,7,0.95,431,12.53,0.72,2024-05-30,120.07,0.646,Industrial Hardware,70.49441786283892,Understock,46547.020000000004,0.0
ITM12386,Pharma,109,19,12,2,43.25,8.8,0.54,L74,A,120,3.95,41.47,0.38,5,0.87,431,6.31,0.31,2024-04-21,164.18,0.582,Safety Products,2.520231213872832,Understock,4520.23,0.0
ITM12387,Groceries,224,64,11,4,8.81,4.85,0.45,L18,D,129,3.8,73.22,0.94,9,0.78,497,4.45,0.7,2024-11-12,36.97,0.481,MRO Supplies,25.425652667423382,Understock,16401.28,0.0
ITM12388,Apparel,398,18,6,7,24.71,2.05,0.96,L68,A,153,3.15,60.69,0.53,1,0.89,746,14.93,0.53,2024-09-28,200.02,0.81,Packaging,16.106839336301093,Understock,24154.62,0.0
ITM12389,Apparel,475,88,5,9,11.7,8.39,0.49,L47,C,128,2.02,100.33,0.36,7,0.83,845,10.36,0.97,2024-08-31,154.35,0.722,Packaging,40.5982905982906,Understock,47656.75,0.0
ITM12390,Groceries,466,61,4,7,30.54,3.58,0.75,L51,D,87,1.24,89.76,1.45,5,0.7,203,2.03,0.88,2024-10-14,238.42,0.498,MRO Supplies,15.258677144728226,Understock,41828.16,0.0
ITM12391,Electronics,467,11,11,3,28.37,4.48,0.69,L41,D,12,0.96,72.85,1.29,0,0.84,83,12.22,0.26,2024-11-28,211.08,0.654,Industrial Hardware,16.46105040535777,Healthy,34020.95,0.0
ITM12392,Apparel,464,34,14,5,19.62,6.98,0.25,L84,C,117,0.51,30.12,1.05,5,0.9,546,11.51,0.27,2024-01-05,42.7,0.582,Packaging,23.6493374108053,Understock,13975.68,0.0
ITM12393,Automotive,400,22,4,6,43.3,3.86,0.99,L36,A,60,1.43,102.05,0.9,4,0.7,913,6.62,0.53,2024-02-28,111.71,0.564,Warehouse Equipment,9.237875288683604,Understock,40820.0,0.0
ITM12394,Groceries,457,60,8,8,33.33,6.47,0.52,L32,A,123,2.35,171.54,0.71,5,0.89,71,2.73,0.21,2024-12-08,223.51,0.485,MRO Supplies,13.711371137113712,Understock,78393.78,0.0
ITM12395,Groceries,239,67,7,2,36.34,8.91,0.46,L15,A,103,1.6,148.74,0.27,0,0.9,429,7.96,0.28,2024-06-26,107.7,0.715,MRO Supplies,6.576774903687396,Understock,35548.86,0.0
ITM12396,Apparel,397,43,7,5,8.38,8.08,0.93,L4,B,125,1.89,146.91,0.67,3,0.75,197,11.69,0.95,2024-08-16,174.4,0.769,Packaging,47.374701670644384,Healthy,58323.27,0.0
ITM12397,Electronics,113,44,6,3,44.28,4.13,0.58,L95,B,114,2.26,79.56,1.69,6,0.83,959,2.06,0.83,2024-05-03,288.77,0.47,Industrial Hardware,2.5519421860885276,Understock,8990.28,0.0
ITM12398,Automotive,476,12,8,4,9.18,3.24,0.73,L24,D,108,1.89,144.6,1.59,4,0.99,712,3.29,0.74,2024-11-24,33.18,0.551,Warehouse Equipment,51.851851851851855,Overstock,68829.59999999999,63624.0
ITM12399,Electronics,122,68,7,2,11.92,3.21,0.86,L64,A,163,3.76,98.45,1.95,5,0.97,628,9.66,0.86,2024-11-10,65.18,0.6,Industrial Hardware,10.234899328859061,Understock,12010.9,0.0
ITM12400,Pharma,242,79,13,9,7.27,3.81,0.31,L67,B,85,2.71,38.55,1.35,1,0.82,964,8.83,0.4,2024-11-14,149.38,0.607,Safety Products,33.287482806052274,Understock,9329.099999999999,0.0
ITM12401,Pharma,205,57,6,3,22.58,5.19,0.25,L50,D,168,0.59,89.62,1.15,7,0.8,639,13.67,0.78,2024-05-04,224.15,0.643,Safety Products,9.078830823737821,Understock,18372.100000000002,0.0
ITM12402,Apparel,488,73,11,7,44.5,4.46,0.16,L72,C,90,1.52,35.22,0.66,9,0.74,793,12.41,0.69,2024-01-21,105.73,0.605,Packaging,10.96629213483146,Understock,17187.36,0.0
ITM12403,Apparel,203,28,8,2,13.37,1.76,0.91,L16,C,81,3.69,31.75,0.25,3,0.71,600,13.86,0.88,2024-12-15,44.06,0.818,Packaging,15.183246073298431,Understock,6445.25,0.0
ITM12404,Apparel,181,76,13,9,19.31,2.05,0.28,L34,A,156,1.85,14.38,1.27,5,0.79,726,7.52,0.43,2024-06-13,101.57,0.517,Packaging,9.373381667529777,Understock,2602.78,0.0
ITM12405,Pharma,266,91,12,3,42.46,3.76,0.38,L100,C,152,4.64,63.74,1.03,2,0.98,148,12.03,0.81,2024-07-14,196.89,0.775,Safety Products,6.264719736222327,Understock,16954.84,0.0
ITM12406,Electronics,50,82,12,7,31.27,5.84,0.36,L34,C,120,3.71,72.87,1.54,8,0.99,690,1.68,0.88,2024-02-28,239.84,0.482,Industrial Hardware,1.598976654940838,Understock,3643.5,0.0
ITM12407,Electronics,71,85,12,8,37.83,6.13,0.37,L91,C,67,1.8,142.89,0.88,7,0.94,580,5.12,0.64,2024-07-16,293.33,0.556,Industrial Hardware,1.8768173407348665,Understock,10145.189999999999,0.0
ITM12408,Apparel,364,14,5,7,11.49,5.12,0.7,L58,D,87,2.82,112.22,1.97,5,0.81,320,10.02,0.53,2024-05-11,230.79,0.505,Packaging,31.67972149695387,Healthy,40848.08,0.0
ITM12409,Automotive,95,76,12,6,36.11,7.52,0.96,L28,C,167,3.5,173.11,0.86,8,0.74,50,11.69,0.96,2024-10-03,152.76,0.65,Warehouse Equipment,2.6308501800055386,Understock,16445.45,0.0
ITM12410,Electronics,404,20,8,9,12.15,7.5,0.4,L79,C,57,1.37,43.53,0.73,9,0.88,336,8.99,0.34,2024-05-24,94.86,0.511,Industrial Hardware,33.25102880658436,Healthy,17586.12,0.0
ITM12411,Pharma,458,77,3,9,49.38,4.56,0.47,L37,D,65,1.61,60.53,1.75,8,0.89,229,7.73,0.23,2024-01-13,278.98,0.392,Safety Products,9.275010125556905,Understock,27722.74,0.0
