lead_id,enquiry_date,lead_source,product_category,region,response_time_hours,stage,deal_value_gbp,customer_type
LD-944,12/01/2022,Online Directory,Safety Products,South East,82,Proposal Sent,33507.3,Contractor
LD-945,16/04/2022,Online Directory,Packaging,Midlands,75,Lost,19328.26,Government
LD-946,17/07/2023,Online Directory,Packaging,South West,52,Lost,35206.22,Trade
LD-947,04/04/2024,Referral,Packaging,London,5,Lost,58515.41,Contractor
LD-948,01/05/2024,Email Campaign,MRO Supplies,North,70,Enquiry,78125.36,Government
LD-949,06/02/2023,Trade Show,Warehouse Equipment,London,19,Proposal Sent,82218.55,Trade
LD-950,07/03/2023,Cold Call,Packaging,Midlands,71,Proposal Sent,25058.16,Trade
LD-951,17/08/2023,Email Campaign,Industrial Hardware,Midlands,24,Lost,27217.28,Contractor
LD-952,26/01/2023,Online Directory,MRO Supplies,South West,73,Proposal Sent,73465.17,Trade
LD-953,05/08/2022,Website,Safety Products,South West,53,Won,68837.72,Retail
LD-954,24/08/2022,Trade Show,Safety Products,London,24,Qualified,72514.71,Government
LD-955,26/06/2022,Website,Packaging,London,17,Qualified,8206.39,Government
LD-956,30/11/2023,Email Campaign,Warehouse Equipment,London,38,Qualified,27914.38,Government
LD-957,30/09/2022,Website,Safety Products,North,78,Lost,18997.25,Government
LD-958,22/09/2022,Email Campaign,MRO Supplies,North,26,Proposal Sent,14190.9,Trade
LD-959,23/12/2023,Email Campaign,Safety Products,South West,15,Enquiry,20175.11,Trade
LD-960,14/02/2022,Website,Safety Products,London,28,Enquiry,50784.53,Retail
LD-961,15/11/2023,Email Campaign,Safety Products,South West,18,Enquiry,62338.03,Government
LD-962,19/04/2024,Referral,Packaging,South East,54,Qualified,46305.34,Government
LD-963,16/10/2024,Email Campaign,Industrial Hardware,London,54,Proposal Sent,31164.96,Trade
LD-964,20/03/2024,Cold Call,Industrial Hardware,South West,52,Won,67330.38,Trade
LD-965,23/10/2024,Trade Show,Safety Products,South West,65,Won,84840.07,Contractor
LD-966,16/09/2023,Referral,Industrial Hardware,Midlands,46,Proposal Sent,78895.39,Government
LD-967,20/06/2023,Email Campaign,Safety Products,South West,77,Enquiry,4694.57,Trade
LD-968,30/04/2024,Website,Safety Products,South East,68,Won,29619.51,Trade
LD-969,24/05/2024,Cold Call,MRO Supplies,Midlands,80,Proposal Sent,22971.59,Contractor
LD-970,23/11/2023,Cold Call,Safety Products,North,90,Qualified,84435.48,Trade
LD-971,30/08/2023,Cold Call,Industrial Hardware,South East,86,Won,48161.97,Retail
LD-972,21/05/2022,Cold Call,MRO Supplies,North,68,Proposal Sent,27462.28,Trade
LD-973,28/06/2022,Email Campaign,MRO Supplies,Midlands,11,Qualified,32375.87,Contractor
LD-974,05/08/2023,Referral,Safety Products,North,78,Proposal Sent,3660.88,Government
LD-975,19/12/2022,Cold Call,Industrial Hardware,Midlands,68,Won,58030.12,Retail
LD-976,17/01/2022,Email Campaign,Industrial Hardware,North,86,Won,40826.52,Contractor
LD-977,24/04/2024,Trade Show,Warehouse Equipment,South West,66,Proposal Sent,7611.18,Retail
LD-978,01/04/2023,Online Directory,MRO Supplies,South East,96,Qualified,36785.8,Government
LD-979,16/12/2024,Trade Show,Industrial Hardware,South West,84,Qualified,40598.53,Government
LD-980,23/07/2023,Cold Call,MRO Supplies,South East,14,Qualified,63566.01,Contractor
LD-981,27/11/2023,Email Campaign,MRO Supplies,Midlands,34,Enquiry,63627.94,Retail
LD-982,28/06/2023,Referral,Industrial Hardware,North,87,Enquiry,79569.1,Trade
LD-983,18/07/2024,Referral,Industrial Hardware,Midlands,54,Lost,34582.6,Government
LD-984,01/03/2024,Website,Packaging,South East,74,Proposal Sent,75021.47,Trade
LD-985,02/06/2023,Referral,Industrial Hardware,North,79,Enquiry,42209.12,Trade
LD-986,05/10/2023,Email Campaign,Packaging,South East,8,Lost,58699.52,Trade
LD-987,15/11/2024,Website,Safety Products,South West,31,Lost,56891.74,Retail
LD-988,09/02/2022,Referral,MRO Supplies,London,6,Enquiry,82335.87,Retail
LD-989,30/07/2024,Online Directory,MRO Supplies,South East,9,Enquiry,62609.41,Government
LD-990,28/12/2023,Online Directory,Packaging,North,29,Won,34655.52,Trade
LD-991,02/11/2024,Cold Call,Packaging,South East,43,Qualified,67540.01,Contractor
LD-992,23/03/2023,Trade Show,Packaging,London,31,Proposal Sent,44416.77,Contractor
LD-993,18/09/2022,Referral,Packaging,South West,65,Qualified,68802.25,Government
LD-994,21/04/2022,Cold Call,Safety Products,London,33,Won,75415.4,Government
LD-995,24/03/2023,Online Directory,Warehouse Equipment,North,85,Lost,3053.6,Government
LD-996,21/08/2023,Email Campaign,Safety Products,Midlands,31,Qualified,58585.49,Trade
LD-997,23/11/2024,Website,MRO Supplies,North,1,Proposal Sent,33830.58,Government
LD-998,21/12/2024,Website,Safety Products,South East,23,Proposal Sent,20615.12,Government
LD-999,05/08/2022,Cold Call,Safety Products,North,53,Proposal Sent,83419.6,Government
LD-1000,12/05/2023,Online Directory,Industrial Hardware,North,3,Lost,46288.69,Government
